@relation training_kayboard

@attribute NumOfTicks numeric
@attribute PacmanX numeric
@attribute PacmanY numeric
@attribute Ghost1Dist numeric
@attribute Ghost2Dist numeric
@attribute Ghost3Dist numeric
@attribute Ghost4Dist numeric
@attribute Ghost1X numeric
@attribute Ghost1Y numeric
@attribute Ghost2X numeric
@attribute Ghost2Y numeric
@attribute Ghost3X numeric
@attribute Ghost3Y numeric
@attribute Ghost4X numeric
@attribute Ghost4Y numeric
@attribute PacDots numeric
@attribute Score numeric
@attribute Action {'East','North','South','Stop','West'}
@attribute NextScore numeric
@data
60,27,7,-1,-1,-1,1,0,0,0,0,0,0,27,8,0,541,'North',0
1,1,18,13,25,28,35,5,9,11,3,17,6,25,7,0,0,'Stop',-1
2,1,18,13,24,29,36,5,9,11,4,18,6,25,7,0,-1,'South',-2
3,1,17,11,22,27,36,5,10,10,4,17,6,25,6,0,-2,'South',-3
4,1,16,10,20,27,36,5,10,9,4,18,6,25,5,0,-3,'South',-4
5,1,15,9,18,25,34,5,10,9,5,17,6,25,4,0,-4,'South',-5
6,1,14,8,17,24,32,5,10,9,5,17,6,25,5,0,-5,'South',-6
7,1,13,8,16,24,32,6,10,9,5,17,5,24,5,0,-6,'South',-7
8,1,12,6,16,22,30,5,10,10,5,17,6,25,5,0,-7,'South',-8
9,1,11,6,14,22,29,5,9,10,6,18,6,24,5,0,-8,'South',-9
10,1,10,4,13,22,28,4,9,10,6,19,6,24,5,0,-9,'South',-10
11,1,9,3,11,22,28,4,9,9,6,19,5,24,5,0,-10,'South',-11
12,1,8,5,9,20,28,4,10,8,6,18,5,24,4,0,-11,'South',-12
13,1,7,6,9,18,27,4,10,8,5,17,5,24,3,0,-12,'South',-13
14,1,6,8,9,18,25,5,10,8,4,17,4,24,3,0,-13,'East',-14
15,2,6,6,7,16,23,4,10,8,5,16,4,24,4,0,-14,'East',-15
16,3,6,4,7,15,23,4,9,8,4,16,4,23,4,0,-15,'North',-16
17,3,7,4,9,17,23,5,9,9,4,16,3,23,3,0,-16,'North',-17
18,3,8,2,11,17,23,5,8,9,3,16,4,23,4,0,-17,'East',-18
19,4,8,2,10,15,22,5,9,9,3,15,4,23,5,0,-18,'East',-19
20,5,8,1,10,14,22,5,9,10,3,15,4,23,5,0,-19,'North',180
21,5,9,-1,10,14,23,0,0,9,3,14,4,24,5,0,180,'South',179
22,5,8,-1,8,14,21,0,0,9,4,15,4,24,5,0,179,'South',178
23,5,7,-1,8,13,21,0,0,10,4,15,4,24,6,0,178,'South',177
24,5,6,-1,6,13,19,0,0,10,5,16,4,24,5,0,177,'South',176
25,5,5,-1,6,11,19,0,0,10,6,15,4,24,6,0,176,'South',175
26,5,4,-1,8,11,20,0,0,10,7,16,4,23,6,0,175,'South',174
27,5,3,-1,10,11,22,0,0,10,8,15,4,23,6,0,174,'East',173
28,6,3,-1,8,11,21,0,0,10,7,16,4,24,6,0,173,'East',172
29,7,3,-1,8,9,21,0,0,11,7,16,3,24,6,0,172,'East',171
30,8,3,-1,6,8,21,0,0,10,7,16,3,25,6,0,171,'East',170
31,9,3,-1,6,8,21,0,0,10,8,16,4,26,6,0,170,'North',169
32,9,4,-1,4,6,19,0,0,10,7,15,4,27,6,0,169,'North',168
33,9,5,-1,2,8,18,0,0,10,6,15,3,26,6,0,168,'North',167
34,9,6,-1,2,9,18,0,0,10,7,15,3,26,6,0,167,'East',166
35,10,6,-1,2,7,16,0,0,11,7,15,4,26,7,0,166,'North',365
36,10,7,-1,-1,9,16,0,0,0,0,15,3,25,7,0,365,'East',364
37,11,7,-1,-1,7,14,0,0,0,0,14,3,25,6,0,364,'North',363
38,11,8,-1,-1,9,14,0,0,0,0,15,3,24,6,0,363,'North',362
39,11,9,-1,-1,11,14,0,0,0,0,16,3,23,6,0,362,'North',361
40,11,10,-1,-1,11,14,0,0,0,0,15,3,23,7,0,361,'North',360
41,11,11,-1,-1,11,14,0,0,0,0,15,4,23,8,0,360,'North',359
42,11,12,-1,-1,12,16,0,0,0,0,15,4,22,8,0,359,'East',358
43,12,12,-1,-1,10,14,0,0,0,0,14,4,23,8,0,358,'East',357
44,13,12,-1,-1,9,12,0,0,0,0,14,4,22,8,0,357,'South',356
45,13,11,-1,-1,7,12,0,0,0,0,14,5,21,8,0,356,'South',355
46,13,10,-1,-1,6,12,0,0,0,0,14,5,22,8,0,355,'South',354
47,13,9,-1,-1,4,11,0,0,0,0,14,6,23,8,0,354,'South',353
48,13,8,-1,-1,4,9,0,0,0,0,15,6,23,8,0,353,'South',352
49,13,7,-1,-1,4,10,0,0,0,0,16,6,22,8,0,352,'East',351
50,14,7,-1,-1,3,8,0,0,0,0,16,6,22,8,0,351,'Stop',350
51,14,7,-1,-1,2,7,0,0,0,0,15,6,21,8,0,350,'South',349
52,14,6,-1,-1,1,7,0,0,0,0,15,6,20,8,0,349,'East',548
53,15,6,-1,-1,-1,7,0,0,0,0,0,0,19,8,0,548,'West',547
54,14,6,-1,-1,-1,7,0,0,0,0,0,0,20,8,0,547,'North',546
55,14,7,-1,-1,-1,5,0,0,0,0,0,0,19,8,0,546,'North',545
56,14,8,-1,-1,-1,3,0,0,0,0,0,0,18,8,0,545,'East',544
57,15,8,-1,-1,-1,2,0,0,0,0,0,0,17,8,0,544,'East',543
58,16,8,-1,-1,-1,2,0,0,0,0,0,0,17,8,0,543,'East',0
